7.399062624790453402e-01,7.772238659250561010e-01,-3.219366662662062617e-01,1.657126156004301576e-01,-4.410158741304725516e-01,-6.519367008145880993e-01
7.463345097838376407e-01,5.595529279178967919e-01,-2.343579451006600756e-01,1.687111175806342289e-01,-4.379039235735501800e-01,-6.440020290334029784e-01
7.337066991691093554e-01,5.485915327344003112e-01,-2.298892454967495225e-01,1.716538076900873677e-01,-4.316964268577985764e-01,-6.339788207154930522e-01
7.212881815030789401e-01,5.378259671670310160e-01,-2.255090109400989251e-01,1.744395695787595846e-01,-4.255157016207720133e-01,-6.241057783496966049e-01
7.090757086659842390e-01,5.272531837606423410e-01,-2.212154301312620475e-01,1.770745043278149633e-01,-4.193650247824430854e-01,-6.143811517881693218e-01
6.970660730670419358e-01,5.168701433182055771e-01,-2.170067233820290598e-01,1.795645113671544557e-01,-4.132474699549730790e-01,-6.048031538255813633e-01
6.852560916397524293e-01,5.066737679645716419e-01,-2.128811474782175694e-01,1.819155065386834635e-01,-4.071659792066061323e-01,-5.953699693397608295e-01
6.736426583784462796e-01,4.966611162959844172e-01,-2.088369807199546846e-01,1.841326842392092267e-01,-4.011231581576131244e-01,-5.860797366568910594e-01
6.622226771198708173e-01,4.868291613257386130e-01,-2.048725422113015782e-01,1.862214959386221669e-01,-3.951215602475725008e-01,-5.769305941573058538e-01
6.509930997102001404e-01,4.771749246976764169e-01,-2.009861807835077729e-01,1.881870809663514776e-01,-3.891635334226958287e-01,-5.679206548610813421e-01
6.399509174587504345e-01,4.676954495544513590e-01,-1.971762774089168280e-01,1.900343996742393515e-01,-3.832512632811523323e-01,-5.590480185257680201e-01
6.290931609405301383e-01,4.583878025709188786e-01,-1.934412450997108346e-01,1.917682382834010602e-01,-3.773867801860368854e-01,-5.503107756653747851e-01
6.184168998009967888e-01,4.492490758136805096e-01,-1.897795287493835303e-01,1.933932137267929674e-01,-3.715719660800164692e-01,-5.417070112976648533e-01
6.079192425612774953e-01,4.402763884347505874e-01,-1.861896049214548654e-01,1.949137784735282819e-01,-3.658085610213864802e-01,-5.332348084253422105e-01
5.975973364221676132e-01,4.314668882072894562e-01,-1.826699815900459933e-01,1.963342253221468936e-01,-3.600981694586288806e-01,-5.248922512580949107e-01
5.874483670653093403e-01,4.228177529113019695e-01,-1.792191978369343519e-01,1.976586921512561712e-01,-3.544422662583618377e-01,-5.166774281835671001e-01
5.774695584501056134e-01,4.143261915771077053e-01,-1.758358235096185718e-01,1.988911666171528092e-01,-3.488422024997903659e-01,-5.085884344961861814e-01
5.676581726050937693e-01,4.059894455942740787e-01,-1.725184588447788436e-01,2.000354907891969680e-01,-3.432992110472828373e-01,-5.006233748933962557e-01
5.580115094126808506e-01,3.978047896935524852e-01,-1.692657340613198669e-01,2.010953657148414897e-01,-3.378144119114862565e-01,-4.927803657493199374e-01
5.485269063863333905e-01,3.897695328091830280e-01,-1.660763089269646497e-01,2.020743559072750162e-01,-3.323888174083768909e-01,-4.850575371761482457e-01
5.392017384394962587e-01,3.818810188287333762e-01,-1.629488723021266516e-01,2.029758937496506377e-01,-3.270233371248170151e-01,-4.774530348837436322e-01
5.300334176456835689e-01,3.741366272374129776e-01,-1.598821416645307136e-01,2.038032838107996791e-01,-3.217187826984778676e-01,-4.699650218479937136e-01
5.210193929893526255e-01,3.665337736635795873e-01,-1.568748626178080585e-01,2.045597070682005914e-01,-3.164758724194099981e-01,-4.625916797984156448e-01
5.121530745513087624e-01,3.602982944942490495e-01,-1.542393226278587492e-01,2.009977070678086730e-01,-3.107806569532907126e-01,-4.547554427878595096e-01
5.034402340398864695e-01,3.529672689383903106e-01,-1.513464126768317153e-01,2.016066241708054929e-01,-3.056605786526042645e-01,-4.476112271483391747e-01
4.948742772431771186e-01,3.457705701243496965e-01,-1.485093520456925997e-01,2.021539022894339177e-01,-3.006043093650941911e-01,-4.405763348411901870e-01
4.864527971316772170e-01,3.387057469448767066e-01,-1.457269909700879829e-01,2.026422552984277758e-01,-2.956122080398886354e-01,-4.336490403365936830e-01
4.781734221760930437e-01,3.317703865418698550e-01,-1.429982054898549515e-01,2.030742933387108540e-01,-2.906845620353876725e-01,-4.268276414098817195e-01
4.700338160499785145e-01,3.249621143609279228e-01,-1.403218968945907086e-01,2.034525264406975842e-01,-2.858215907351480123e-01,-4.201104597934871010e-01
4.620316773228059781e-01,3.182785941473477709e-01,-1.376969911705911709e-01,2.037793680428535148e-01,-2.810234490272087715e-01,-4.134958417126533003e-01
