7.853981633974482790e-01,0.000000000000000000e+00,2.300000000000000100e-01,0.000000000000000000e+00,-2.500000000000000000e-01,-2.500000000000000000e-01,-2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.833511341692076524e-01,-3.445044237799935963e-03,2.249336064666624391e-01,-1.979285851606665467e-02,-1.499999999999999944e-01,-6.032189682969275601e-01,-1.499999999999999944e-01,9.502637034687332410e-03,-7.018006162550664839e-02,-1.774040168669215323e-01,-1.033634827990909805e-01,-1.442205956933372835e-01,0.000000000000000000e+00
7.813129613807374696e-01,-1.234094776123026774e-02,2.154550615990833973e-01,-3.649747414423554215e-02,-1.499999999999999944e-01,-6.166772118405881020e-01,-1.499999999999999944e-01,1.580600628442150463e-02,-2.882091769358094968e-01,-5.026222579062897822e-01,-3.544324517330151303e-01,-4.363989831090845928e-01,0.000000000000000000e+00
7.794487587003907647e-01,-2.108809388849016211e-02,2.061854666865149122e-01,-5.270686938595565973e-02,-1.499999999999999944e-01,-6.299233116796043586e-01,-1.499999999999999944e-01,2.161153185709444730e-02,-5.058230368424998513e-01,-8.181430320439522230e-01,-6.022660182474306456e-01,-7.217000506390207626e-01,0.000000000000000000e+00
7.778578131208219171e-01,-3.132095486434293558e-02,1.957854115380368021e-01,-6.855867192437241353e-02,-1.499999999999999944e-01,-6.657942901423654636e-01,-1.266004127560853010e-01,2.695502998741464151e-02,-7.703288229391431763e-01,-1.165915987932764741e+00,-8.925618695286636761e-01,-1.043682941343242909e+00,0.000000000000000000e+00
7.763599335757989106e-01,-3.976908608652782173e-02,1.869456308876648321e-01,-8.391368579714199305e-02,-1.499999999999999944e-01,-6.786000833892739115e-01,-1.266004127560853010e-01,3.187644410999199845e-02,-9.874027181984679213e-01,-1.461324629280079002e+00,-1.133917180570466421e+00,-1.314810166908078504e+00,0.000000000000000000e+00
7.750174261733454584e-01,-4.807690752614776630e-02,1.783060811806220225e-01,-9.886156171482141097e-02,-1.499999999999999944e-01,-6.911838750852704605e-01,-1.266004127560853010e-01,3.640003215368307204e-02,-1.203750736246039788e+00,-1.747712458494827370e+00,-1.372027950194651513e+00,-1.579435244546213424e+00,0.000000000000000000e+00
7.738245667356895563e-01,-5.624695671690028292e-02,1.698639089735986540e-01,-1.134257399191240939e-01,-1.499999999999999944e-01,-7.035419768475877911e-01,-1.266004127560853010e-01,4.055197298626182084e-02,-1.419279926180999407e+00,-2.025290918229129655e+00,-1.606894019434769172e+00,-1.837676824975357448e+00,0.000000000000000000e+00
7.727759948596897299e-01,-6.428192505393955092e-02,1.616161470469573702e-01,-1.276293664386614901e-01,-1.499999999999999944e-01,-7.156741393309176136e-01,-1.266004127560853010e-01,4.435901047833971933e-02,-1.633912185683850993e+00,-2.294266784512906554e+00,-1.838524180927512131e+00,-2.089654789269241419e+00,0.000000000000000000e+00
7.718663824435012533e-01,-7.218434535960854825e-02,1.535598455941545037e-01,-1.414930920430154115e-01,-1.499999999999999944e-01,-7.275799860139373632e-01,-1.266004127560853010e-01,4.784512047174041549e-02,-1.847568132210839931e+00,-2.554844173142748254e+00,-2.066925423464294198e+00,-2.335486881889291322e+00,0.000000000000000000e+00
