7.853981633974482790e-01,0.000000000000000000e+00,2.300000000000000100e-01,0.000000000000000000e+00,-2.500000000000000000e-01,-2.500000000000000000e-01,-2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.836685709588604443e-01,-2.843965228182331918e-03,2.256714101118227900e-01,-1.672370157940411897e-02,-1.499999999999999944e-01,-5.484474644222008255e-01,-1.499999999999999944e-01,8.029114306828432843e-03,-5.929811193916952744e-02,-1.498946177737288943e-01,-8.733571568048764666e-02,-1.218570140324108098e-01,0.000000000000000000e+00
7.819543159379174213e-01,-1.024185736231610772e-02,2.175386210255951247e-01,-3.155132213227727217e-02,-1.499999999999999944e-01,-5.607335910458670636e-01,-1.499999999999999944e-01,1.413606393057658533e-02,-2.439158655782899809e-01,-4.245552574186142181e-01,-2.997424454485786427e-01,-3.687286775483248347e-01,0.000000000000000000e+00
7.803668139952488758e-01,-1.754678700030311289e-02,2.095642843173386449e-01,-4.595813230150883055e-02,-1.499999999999999944e-01,-5.728629513513853189e-01,-1.499999999999999944e-01,1.981657018720517013e-02,-4.283591401278052935e-01,-6.922870545842537693e-01,-5.099199620160884683e-01,-6.107262326959692622e-01,0.000000000000000000e+00
7.790045797665022809e-01,-2.656363631154161353e-02,2.002379707932673836e-01,-6.007225619459841126e-02,-1.499999999999999944e-01,-6.088747592729116809e-01,-1.254295084517839665e-01,2.509860283676676809e-02,-6.649577755043283300e-01,-1.000105197755400299e+00,-7.686011312059770617e-01,-8.964618420537500132e-01,0.000000000000000000e+00
7.776954420545061364e-01,-3.367938111803655404e-02,1.925959442448977321e-01,-7.375437188050650017e-02,-1.499999999999999944e-01,-6.206766989818954805e-01,-1.254295084517839665e-01,3.001440231821436017e-02,-8.494622879030122586e-01,-1.253036377773070420e+00,-9.743274549359676184e-01,-1.128171210740113617e+00,0.000000000000000000e+00
7.765012250486021950e-01,-4.070490695633528777e-02,1.851058026676091761e-01,-8.708690645834789301e-02,-1.499999999999999944e-01,-6.323129130177597146e-01,-1.254295084517839665e-01,3.458264317315277309e-02,-1.033571191808390966e+00,-1.499443539065633324e+00,-1.177795245042315031e+00,-1.355219485831707704e+00,0.000000000000000000e+00
7.754183134971505131e-01,-4.764104976894216470e-02,1.777654902796338421e-01,-1.000887439316913569e-01,-1.499999999999999944e-01,-6.437794528187402721e-01,-1.254295084517839665e-01,3.882364253464527099e-02,-1.217218542714586071e+00,-1.739452401709584040e+00,-1.378997162150989553e+00,-1.577673782273179004e+00,0.000000000000000000e+00
7.744434161616041701e-01,-5.448888790316312042e-02,1.705728772206740462e-01,-1.127792602907782826e-01,-1.499999999999999944e-01,-6.550755668233095852e-01,-1.254295084517839665e-01,4.275900640336405267e-02,-1.400352672964536582e+00,-1.973185472737837953e+00,-1.577934891314007437e+00,-1.795603254388366654e+00,0.000000000000000000e+00
7.735732221560221999e-01,-6.124940467986710740e-02,1.635258668341920962e-01,-1.251757577469132798e-01,-1.499999999999999944e-01,-6.662001976633222800e-01,-1.254295084517839665e-01,4.640803562530570331e-02,-1.582919646756917764e+00,-2.200764343665238876e+00,-1.774608167933716452e+00,-2.009075822488438412e+00,0.000000000000000000e+00
7.728044772347294478e-01,-6.792356570969039498e-02,1.566223714095953679e-01,-1.372941890535269438e-01,-1.499999999999999944e-01,-6.771527004835548036e-01,-1.254295084517839665e-01,4.978867499476721109e-02,-1.764866997553593775e+00,-2.422309223014318391e+00,-1.969017278507137370e+00,-2.218158942060772798e+00,0.000000000000000000e+00
