7.399062624790453402e-01,7.772238659250561010e-01,-3.219366662662062617e-01,-6.922525439526708291e-02,-4.130128394354370958e-01,-5.497141376581636818e-01
7.355411749010083433e-01,6.831645373027196433e-01,-2.840977736640437623e-01,-7.159986271405704983e-02,-4.118620741792174411e-01,-5.544373245329223820e-01
7.230131614859663935e-01,6.709994947379235297e-01,-2.791682080367658414e-01,-6.799541894829352895e-02,-4.058464748044627313e-01,-5.453991886960786184e-01
7.106979091761255196e-01,6.590613793294026745e-01,-2.743293943485959896e-01,-6.457952725078425216e-02,-3.998468710217673028e-01,-5.364962285337881998e-01
6.985537201011764452e-01,6.478507806495225063e-01,-2.697674405599788106e-01,-6.350569566598626703e-02,-3.937206772234282948e-01,-5.269416697984637965e-01
6.866533399489916922e-01,6.363573343762016776e-01,-2.651057740373755633e-01,-6.047057953211340542e-02,-3.877453204813808840e-01,-5.183104970753164009e-01
6.749553699739018198e-01,6.250799454026652047e-01,-2.605297985532838978e-01,-5.760104352021197527e-02,-3.817992918399747415e-01,-5.098114143918728303e-01
6.634564852702000692e-01,6.140149598291900768e-01,-2.560378344652742832e-01,-5.489054657794692482e-02,-3.758861063336750297e-01,-5.014431179647105274e-01
6.521533713751568317e-01,6.031586542655243965e-01,-2.516282454927145640e-01,-5.233239031939490582e-02,-3.700089673774007992e-01,-4.932044180963246482e-01
6.410427747416469479e-01,5.925073584468028010e-01,-2.472994149710784073e-01,-4.992022053026293205e-02,-3.641708823687286323e-01,-4.850939955773787005e-01
6.301214906302426977e-01,5.820574315405541155e-01,-2.430497521575798181e-01,-4.764790835238030819e-02,-3.583746488628875015e-01,-4.771104673384120032e-01
6.193863624266837675e-01,5.718052648841213115e-01,-2.388776929062576548e-01,-4.550954479588115165e-02,-3.526228638766030210e-01,-4.692523946868112916e-01
6.088342810007532080e-01,5.617472844717914526e-01,-2.347817002093047223e-01,-4.349943510685028158e-02,-3.469179328364396797e-01,-4.615182909885200413e-01
5.984621841024806432e-01,5.518799532033240585e-01,-2.307602646134870317e-01,-4.161209302802937327e-02,-3.412620781970036044e-01,-4.539066288088819401e-01
5.882670557911594544e-01,5.421997729055600956e-01,-2.268119045211275664e-01,-3.984223498703479138e-02,-3.356573477488170587e-01,-4.464158465301263923e-01
5.782392105302412988e-01,5.329764197764788047e-01,-2.230143254572516109e-01,-3.921810373581799403e-02,-3.299567621212745605e-01,-4.387863752902113612e-01
5.683891193824222032e-01,5.236613846680057138e-01,-2.192081275339807789e-01,-3.767496115115534505e-02,-3.244563523873252864e-01,-4.315329228119042515e-01
